"","STATEFP","COUNTYFP","TRACTCE","GEOID","needle_count","needle_binary"
"39888","34","027","041705","34027041705",0,FALSE
"39889","34","021","004000","34021004000",0,FALSE
"39890","34","017","001202","34017001202",0,FALSE
"39891","34","025","810003","34025810003",0,FALSE
"39892","34","039","034200","34039034200",0,FALSE
"39893","34","015","501302","34015501302",0,FALSE
"39894","34","039","032002","34039032002",0,FALSE
"39895","34","017","012800","34017012800",0,FALSE
"39896","34","015","501202","34015501202",0,FALSE
"39897","34","027","041701","34027041701",0,FALSE
"39898","34","017","012400","34017012400",0,FALSE
"39899","34","037","371200","34037371200",0,FALSE
"39900","34","017","004900","34017004900",0,FALSE
"39901","34","029","720204","34029720204",0,FALSE
"39902","34","003","019305","34003019305",0,FALSE
"39903","34","005","703104","34005703104",0,FALSE
"39904","34","017","011300","34017011300",0,FALSE
"39905","34","017","019200","34017019200",0,FALSE
"39906","34","041","030800","34041030800",0,FALSE
"39907","34","007","606200","34007606200",0,FALSE
"39908","34","039","031602","34039031602",0,FALSE
"39909","34","013","023200","34013023200",0,FALSE
"39910","34","025","806502","34025806502",0,FALSE
"39911","34","013","001700","34013001700",0,FALSE
"39912","34","039","035200","34039035200",0,FALSE
"39913","34","013","013300","34013013300",0,FALSE
"39914","34","013","003500","34013003500",0,FALSE
"39915","34","005","702300","34005702300",0,FALSE
"39916","34","007","605602","34007605602",0,FALSE
"39917","34","021","004307","34021004307",0,FALSE
"39918","34","023","007910","34023007910",0,FALSE
"39919","34","007","601300","34007601300",0,FALSE
"39920","34","007","601102","34007601102",0,FALSE
"39921","34","003","036100","34003036100",0,FALSE
"39922","34","017","018500","34017018500",0,FALSE
"39923","34","017","007500","34017007500",0,FALSE
"39924","34","013","019400","34013019400",0,FALSE
"39925","34","017","000300","34017000300",0,FALSE
"39926","34","013","008000","34013008000",0,FALSE
"39927","34","013","000400","34013000400",0,FALSE
"39928","34","007","603301","34007603301",0,FALSE
"39929","34","013","019900","34013019900",0,FALSE
"39930","34","013","008700","34013008700",0,FALSE
"39931","34","031","246001","34031246001",0,FALSE
"39932","34","029","713900","34029713900",0,FALSE
"39933","34","029","717502","34029717502",0,FALSE
"39934","34","025","810004","34025810004",0,FALSE
"39935","34","007","600400","34007600400",0,FALSE
"39936","34","035","051700","34035051700",0,FALSE
"39937","34","001","012200","34001012200",0,FALSE
"39938","34","039","039500","34039039500",0,FALSE
"39939","34","035","053904","34035053904",0,FALSE
"39940","34","017","017300","34017017300",0,FALSE
"39941","34","025","802000","34025802000",0,FALSE
"39942","34","017","013900","34017013900",0,FALSE
"39943","34","023","005500","34023005500",0,FALSE
"39944","34","027","045804","34027045804",0,FALSE
"39945","34","015","501206","34015501206",0,FALSE
"39946","34","013","013400","34013013400",0,FALSE
"39947","34","013","017301","34013017301",0,FALSE
"39948","34","007","602601","34007602601",0,FALSE
"39949","34","023","008205","34023008205",0,FALSE
"39950","34","031","125000","34031125000",0,FALSE
"39951","34","013","006600","34013006600",0,FALSE
"39952","34","007","601000","34007601000",0,FALSE
"39953","34","017","016100","34017016100",0,FALSE
"39954","34","023","003101","34023003101",0,FALSE
"39955","34","039","037602","34039037602",0,FALSE
"39956","34","013","001300","34013001300",0,FALSE
"39957","34","007","608403","34007608403",0,FALSE
"39958","34","001","011201","34001011201",0,FALSE
"39959","34","029","723400","34029723400",0,FALSE
"39960","34","023","002604","34023002604",0,FALSE
"39961","34","035","050500","34035050500",0,FALSE
"39962","34","021","003006","34021003006",0,FALSE
"39963","34","011","010402","34011010402",0,FALSE
"39964","34","039","039700","34039039700",0,FALSE
"39965","34","015","501404","34015501404",0,FALSE
"39966","34","003","028002","34003028002",0,FALSE
"39967","34","035","053200","34035053200",0,FALSE
"39968","34","003","023401","34003023401",0,FALSE
"39969","34","035","050100","34035050100",0,FALSE
"39970","34","003","039300","34003039300",0,FALSE
"39971","34","031","180900","34031180900",0,FALSE
"39972","34","031","181200","34031181200",0,FALSE
"39973","34","017","014502","34017014502",0,FALSE
"39974","34","039","039200","34039039200",0,FALSE
"39975","34","023","001805","34023001805",0,FALSE
"39976","34","001","001200","34001001200",0,FALSE
"39977","34","023","001002","34023001002",0,FALSE
"39978","34","015","501107","34015501107",0,FALSE
"39979","34","013","014200","34013014200",0,FALSE
"39980","34","021","001401","34021001401",0,FALSE
"39981","34","007","608903","34007608903",0,FALSE
"39982","34","013","017200","34013017200",0,FALSE
"39983","34","031","124602","34031124602",0,FALSE
"39984","34","027","042301","34027042301",0,FALSE
"39985","34","031","124900","34031124900",0,FALSE
"39986","34","021","001200","34021001200",0,FALSE
"39987","34","025","806400","34025806400",0,FALSE
"39988","34","017","017400","34017017400",0,FALSE
"39989","34","009","020205","34009020205",0,FALSE
"39990","34","023","002805","34023002805",0,FALSE
"39991","34","013","012900","34013012900",0,FALSE
"39992","34","001","012801","34001012801",0,FALSE
"39993","34","029","725002","34029725002",0,FALSE
"39994","34","023","007805","34023007805",0,FALSE
"39995","34","021","003009","34021003009",0,FALSE
"39996","34","003","051400","34003051400",0,FALSE
"39997","34","017","011500","34017011500",0,FALSE
"39998","34","021","001000","34021001000",0,FALSE
"39999","34","003","054100","34003054100",0,FALSE
"40000","34","031","264101","34031264101",0,FALSE
"40001","34","021","003400","34021003400",0,FALSE
"40002","34","003","035100","34003035100",0,FALSE
"40003","34","023","008001","34023008001",0,FALSE
"40004","34","025","804200","34025804200",0,FALSE
"40005","34","025","810001","34025810001",0,FALSE
"40006","34","003","055100","34003055100",0,FALSE
"40007","34","003","057200","34003057200",0,FALSE
"40008","34","003","043002","34003043002",0,FALSE
"40009","34","003","026100","34003026100",0,FALSE
"40010","34","037","373100","34037373100",0,FALSE
"40011","34","037","372000","34037372000",0,FALSE
"40012","34","001","010401","34001010401",0,FALSE
"40013","34","025","800200","34025800200",0,FALSE
"40014","34","039","033600","34039033600",0,FALSE
"40015","34","039","034900","34039034900",0,FALSE
"40016","34","039","036700","34039036700",0,FALSE
"40017","34","035","052904","34035052904",0,FALSE
"40018","34","017","014200","34017014200",0,FALSE
"40019","34","017","010500","34017010500",0,FALSE
"40020","34","017","015900","34017015900",0,FALSE
"40021","34","017","018200","34017018200",0,FALSE
"40022","34","003","039100","34003039100",0,FALSE
"40023","34","007","604600","34007604600",0,FALSE
"40024","34","007","604700","34007604700",0,FALSE
"40025","34","035","053105","34035053105",0,FALSE
"40026","34","025","801600","34025801600",0,FALSE
"40027","34","023","001504","34023001504",0,FALSE
"40028","34","003","042100","34003042100",0,FALSE
"40029","34","029","713203","34029713203",0,FALSE
"40030","34","013","017400","34013017400",0,FALSE
"40031","34","007","608211","34007608211",0,FALSE
"40032","34","007","603200","34007603200",0,FALSE
"40033","34","023","008103","34023008103",0,FALSE
"40034","34","001","011500","34001011500",0,FALSE
"40035","34","023","007600","34023007600",0,FALSE
"40036","34","003","002300","34003002300",0,FALSE
"40037","34","039","034400","34039034400",0,FALSE
"40038","34","011","020503","34011020503",0,FALSE
"40039","34","007","611000","34007611000",0,FALSE
"40040","34","007","608404","34007608404",0,FALSE
"40041","34","041","031700","34041031700",0,FALSE
"40042","34","015","500100","34015500100",0,FALSE
"40043","34","015","500702","34015500702",0,FALSE
"40044","34","025","810503","34025810503",0,FALSE
"40045","34","023","008501","34023008501",0,FALSE
"40046","34","021","004204","34021004204",0,FALSE
"40047","34","003","037201","34003037201",0,FALSE
"40048","34","023","005602","34023005602",0,FALSE
"40049","34","037","374900","34037374900",0,FALSE
"40050","34","003","009100","34003009100",0,FALSE
"40051","34","025","809704","34025809704",0,FALSE
"40052","34","007","603601","34007603601",0,FALSE
"40053","34","013","013800","34013013800",0,FALSE
"40054","34","013","014300","34013014300",0,FALSE
"40055","34","025","800400","34025800400",0,FALSE
"40056","34","025","811200","34025811200",0,FALSE
"40057","34","035","051400","34035051400",0,FALSE
"40058","34","015","501303","34015501303",0,FALSE
"40059","34","003","021300","34003021300",0,FALSE
"40060","34","003","021600","34003021600",0,FALSE
"40061","34","013","021601","34013021601",0,FALSE
"40062","34","003","022100","34003022100",0,FALSE
"40063","34","029","734001","34029734001",0,FALSE
"40064","34","021","002800","34021002800",0,FALSE
"40065","34","025","806000","34025806000",0,FALSE
"40066","34","025","808701","34025808701",0,FALSE
"40067","34","027","041901","34027041901",0,FALSE
"40068","34","013","004500","34013004500",0,FALSE
"40069","34","013","004700","34013004700",0,FALSE
"40070","34","035","053603","34035053603",0,FALSE
"40071","34","013","004802","34013004802",0,FALSE
"40072","34","027","041902","34027041902",0,FALSE
"40073","34","031","203600","34031203600",0,FALSE
"40074","34","025","806501","34025806501",0,FALSE
"40075","34","025","812502","34025812502",0,FALSE
"40076","34","025","806202","34025806202",0,FALSE
"40077","34","035","053707","34035053707",0,FALSE
"40078","34","001","011600","34001011600",0,FALSE
"40079","34","027","043100","34027043100",0,FALSE
"40080","34","027","040300","34027040300",0,FALSE
"40081","34","025","810200","34025810200",0,FALSE
"40082","34","001","011404","34001011404",0,FALSE
"40083","34","007","607801","34007607801",0,FALSE
"40084","34","029","735101","34029735101",0,FALSE
"40085","34","029","735104","34029735104",0,FALSE
"40086","34","007","609205","34007609205",0,FALSE
"40087","34","025","807100","34025807100",0,FALSE
"40088","34","007","608904","34007608904",0,FALSE
"40089","34","029","731101","34029731101",0,FALSE
"40090","34","025","803400","34025803400",0,FALSE
"40091","34","007","607300","34007607300",0,FALSE
"40092","34","035","050703","34035050703",0,FALSE
"40093","34","017","005600","34017005600",0,FALSE
"40094","34","017","014000","34017014000",0,FALSE
"40095","34","017","013200","34017013200",0,FALSE
"40096","34","005","700703","34005700703",0,FALSE
"40097","34","003","031100","34003031100",0,FALSE
"40098","34","035","054100","34035054100",0,FALSE
"40099","34","003","019104","34003019104",0,FALSE
"40100","34","003","012001","34003012001",0,FALSE
"40101","34","003","050000","34003050000",0,FALSE
"40102","34","003","013002","34003013002",0,FALSE
"40103","34","003","017300","34003017300",0,FALSE
"40104","34","027","044602","34027044602",0,FALSE
"40105","34","007","605900","34007605900",0,FALSE
"40106","34","019","011002","34019011002",0,FALSE
"40107","34","041","031302","34041031302",0,FALSE
"40108","34","039","030802","34039030802",0,FALSE
"40109","34","029","710100","34029710100",0,FALSE
"40110","34","001","001100","34001001100",0,FALSE
"40111","34","001","001400","34001001400",0,FALSE
"40112","34","035","053402","34035053402",0,FALSE
"40113","34","035","054202","34035054202",0,FALSE
"40114","34","035","053604","34035053604",0,FALSE
"40115","34","013","015600","34013015600",0,FALSE
"40116","34","031","133701","34031133701",0,FALSE
"40117","34","003","023200","34003023200",0,FALSE
"40118","34","005","703700","34005703700",0,FALSE
"40119","34","011","030502","34011030502",0,FALSE
"40120","34","035","053103","34035053103",0,FALSE
"40121","34","039","033800","34039033800",0,FALSE
"40122","34","013","017800","34013017800",0,FALSE
"40123","34","011","010401","34011010401",0,FALSE
"40124","34","011","040901","34011040901",0,FALSE
"40125","34","005","700407","34005700407",0,FALSE
"40126","34","025","803300","34025803300",0,FALSE
"40127","34","023","001415","34023001415",0,FALSE
"40128","34","023","006403","34023006403",0,FALSE
"40129","34","017","005801","34017005801",0,FALSE
"40130","34","013","009600","34013009600",0,FALSE
"40131","34","021","003704","34021003704",0,FALSE
"40132","34","021","004501","34021004501",0,FALSE
"40133","34","023","006601","34023006601",0,FALSE
"40134","34","039","038102","34039038102",0,FALSE
"40135","34","025","800601","34025800601",0,FALSE
"40136","34","029","717001","34029717001",0,FALSE
"40137","34","021","004301","34021004301",0,FALSE
"40138","34","013","011700","34013011700",0,FALSE
"40139","34","013","017900","34013017900",0,FALSE
"40140","34","039","031300","34039031300",0,FALSE
"40141","34","039","037700","34039037700",0,FALSE
"40142","34","039","033300","34039033300",0,FALSE
"40143","34","039","032300","34039032300",0,FALSE
"40144","34","025","805800","34025805800",0,FALSE
"40145","34","025","802800","34025802800",0,FALSE
"40146","34","035","050902","34035050902",0,FALSE
"40147","34","039","032500","34039032500",0,FALSE
"40148","34","039","035700","34039035700",0,FALSE
"40149","34","031","236602","34031236602",0,FALSE
"40150","34","029","732103","34029732103",0,FALSE
"40151","34","023","007804","34023007804",0,FALSE
"40152","34","003","011100","34003011100",0,FALSE
"40153","34","027","040805","34027040805",0,FALSE
"40154","34","031","216702","34031216702",0,FALSE
"40155","34","021","003902","34021003902",0,FALSE
"40156","34","037","372400","34037372400",0,FALSE
"40157","34","019","010702","34019010702",0,FALSE
"40158","34","037","371700","34037371700",0,FALSE
"40159","34","025","811401","34025811401",0,FALSE
"40160","34","025","807600","34025807600",0,FALSE
"40161","34","029","720206","34029720206",0,FALSE
"40162","34","029","722100","34029722100",0,FALSE
"40163","34","017","007800","34017007800",0,FALSE
"40164","34","017","013500","34017013500",0,FALSE
"40165","34","023","001701","34023001701",0,FALSE
"40166","34","005","703900","34005703900",0,FALSE
"40167","34","031","246101","34031246101",0,FALSE
"40168","34","001","010700","34001010700",0,FALSE
"40169","34","005","703000","34005703000",0,FALSE
"40170","34","027","041704","34027041704",0,FALSE
"40171","34","025","804600","34025804600",0,FALSE
"40172","34","005","702400","34005702400",0,FALSE
"40173","34","013","001100","34013001100",1,TRUE
"40174","34","021","003904","34021003904",0,FALSE
"40175","34","005","700501","34005700501",0,FALSE
"40176","34","005","700603","34005700603",0,FALSE
"40177","34","013","019300","34013019300",0,FALSE
"40178","34","013","021300","34013021300",0,FALSE
"40179","34","013","000500","34013000500",0,FALSE
"40180","34","013","000600","34013000600",0,FALSE
"40181","34","013","000700","34013000700",0,FALSE
"40182","34","013","000900","34013000900",0,FALSE
"40183","34","025","809501","34025809501",0,FALSE
"40184","34","027","040500","34027040500",0,FALSE
"40185","34","017","019800","34017019800",0,FALSE
"40186","34","023","006604","34023006604",0,FALSE
"40187","34","007","603503","34007603503",0,FALSE
"40188","34","007","607200","34007607200",0,FALSE
"40189","34","003","061200","34003061200",0,FALSE
"40190","34","035","052700","34035052700",0,FALSE
"40191","34","017","018301","34017018301",0,FALSE
"40192","34","011","030200","34011030200",0,FALSE
"40193","34","017","015300","34017015300",0,FALSE
"40194","34","005","701105","34005701105",0,FALSE
"40195","34","035","052800","34035052800",0,FALSE
"40196","34","035","052201","34035052201",0,FALSE
"40197","34","003","053200","34003053200",0,FALSE
"40198","34","039","037100","34039037100",0,FALSE
"40199","34","003","023301","34003023301",0,FALSE
"40200","34","003","040001","34003040001",0,FALSE
"40201","34","003","044201","34003044201",0,FALSE
"40202","34","013","020500","34013020500",0,FALSE
"40203","34","003","052200","34003052200",0,FALSE
"40204","34","013","021602","34013021602",0,FALSE
"40205","34","027","040801","34027040801",0,FALSE
"40206","34","027","044101","34027044101",0,FALSE
"40207","34","005","704012","34005704012",0,FALSE
"40208","34","023","002703","34023002703",0,FALSE
"40209","34","023","002000","34023002000",0,FALSE
"40210","34","023","002102","34023002102",0,FALSE
"40211","34","023","002301","34023002301",0,FALSE
"40212","34","023","002302","34023002302",0,FALSE
"40213","34","027","045902","34027045902",0,FALSE
"40214","34","031","181300","34031181300",0,FALSE
"40215","34","001","011100","34001011100",0,FALSE
"40216","34","019","011500","34019011500",0,FALSE
"40217","34","029","731205","34029731205",0,FALSE
"40218","34","035","053905","34035053905",0,FALSE
"40219","34","005","702909","34005702909",0,FALSE
"40220","34","029","723300","34029723300",0,FALSE
"40221","34","009","021300","34009021300",0,FALSE
"40222","34","025","808800","34025808800",0,FALSE
"40223","34","041","030700","34041030700",0,FALSE
"40224","34","027","041400","34027041400",0,FALSE
"40225","34","005","701301","34005701301",0,FALSE
"40226","34","019","011303","34019011303",0,FALSE
"40227","34","003","031400","34003031400",0,FALSE
"40228","34","029","720103","34029720103",0,FALSE
"40229","34","025","811900","34025811900",0,FALSE
"40230","34","025","801200","34025801200",0,FALSE
"40231","34","027","042100","34027042100",0,FALSE
"40232","34","001","012302","34001012302",0,FALSE
"40233","34","001","012402","34001012402",0,FALSE
"40234","34","001","011702","34001011702",0,FALSE
"40235","34","017","011400","34017011400",0,FALSE
"40236","34","025","809302","34025809302",0,FALSE
"40237","34","021","002500","34021002500",0,FALSE
"40238","34","025","808001","34025808001",0,FALSE
"40239","34","031","124601","34031124601",0,FALSE
"40240","34","005","701103","34005701103",0,FALSE
"40241","34","027","046202","34027046202",0,FALSE
"40242","34","025","801100","34025801100",0,FALSE
"40243","34","005","704302","34005704302",0,FALSE
"40244","34","017","018701","34017018701",0,FALSE
"40245","34","039","038700","34039038700",0,FALSE
"40246","34","025","808402","34025808402",0,FALSE
"40247","34","023","001300","34023001300",0,FALSE
"40248","34","027","046103","34027046103",0,FALSE
"40249","34","001","011804","34001011804",0,FALSE
"40250","34","023","001200","34023001200",0,FALSE
"40251","34","023","004300","34023004300",0,FALSE
"40252","34","023","000502","34023000502",0,FALSE
"40253","34","017","014800","34017014800",0,FALSE
"40254","34","029","739000","34029739000",0,FALSE
"40255","34","027","041000","34027041000",0,FALSE
"40256","34","019","011800","34019011800",0,FALSE
"40257","34","019","010500","34019010500",0,FALSE
"40258","34","003","006201","34003006201",0,FALSE
"40259","34","003","017500","34003017500",0,FALSE
"40260","34","027","046298","34027046298",0,FALSE
"40261","34","003","042301","34003042301",0,FALSE
"40262","34","009","020800","34009020800",0,FALSE
"40263","34","017","018400","34017018400",0,FALSE
"40264","34","025","806100","34025806100",0,FALSE
"40265","34","013","019800","34013019800",0,FALSE
"40266","34","025","802700","34025802700",0,FALSE
"40267","34","007","609204","34007609204",0,FALSE
"40268","34","013","004900","34013004900",0,FALSE
"40269","34","013","005100","34013005100",0,FALSE
"40270","34","013","005300","34013005300",0,FALSE
"40271","34","027","044501","34027044501",0,FALSE
"40272","34","031","124500","34031124500",0,FALSE
"40273","34","027","043401","34027043401",0,FALSE
"40274","34","017","013100","34017013100",0,FALSE
"40275","34","023","009000","34023009000",0,FALSE
"40276","34","027","044502","34027044502",0,FALSE
"40277","34","001","013202","34001013202",0,FALSE
"40278","34","015","501101","34015501101",0,FALSE
"40279","34","037","374700","34037374700",0,FALSE
"40280","34","009","020500","34009020500",0,FALSE
"40281","34","031","196401","34031196401",0,FALSE
"40282","34","005","701205","34005701205",0,FALSE
"40283","34","031","256802","34031256802",0,FALSE
"40284","34","031","183101","34031183101",0,FALSE
"40285","34","027","041603","34027041603",0,FALSE
"40286","34","041","032300","34041032300",0,FALSE
"40287","34","021","003001","34021003001",0,FALSE
"40288","34","039","037800","34039037800",0,FALSE
"40289","34","013","012400","34013012400",0,FALSE
"40290","34","023","008209","34023008209",0,FALSE
"40291","34","031","175401","34031175401",0,FALSE
"40292","34","023","007103","34023007103",0,FALSE
"40293","34","003","034000","34003034000",0,FALSE
"40294","34","027","042600","34027042600",0,FALSE
"40295","34","019","011301","34019011301",0,FALSE
"40296","34","019","010200","34019010200",0,FALSE
"40297","34","029","713201","34029713201",0,FALSE
"40298","34","003","019202","34003019202",0,FALSE
"40299","34","015","501403","34015501403",0,FALSE
"40300","34","021","001900","34021001900",0,FALSE
"40301","34","021","002902","34021002902",0,FALSE
"40302","34","015","502400","34015502400",0,FALSE
"40303","34","039","033000","34039033000",0,FALSE
"40304","34","031","175704","34031175704",0,FALSE
"40305","34","007","607802","34007607802",0,FALSE
"40306","34","021","002903","34021002903",0,FALSE
"40307","34","039","039100","34039039100",0,FALSE
"40308","34","037","371400","34037371400",0,FALSE
"40309","34","037","371300","34037371300",0,FALSE
"40310","34","025","812200","34025812200",0,FALSE
"40311","34","025","808100","34025808100",0,FALSE
"40312","34","013","012800","34013012800",0,FALSE
"40313","34","001","011803","34001011803",0,FALSE
"40314","34","003","015200","34003015200",0,FALSE
"40315","34","009","021100","34009021100",0,FALSE
"40316","34","005","704008","34005704008",0,FALSE
"40317","34","017","000200","34017000200",0,FALSE
"40318","34","013","016900","34013016900",0,FALSE
"40319","34","033","020900","34033020900",0,FALSE
"40320","34","017","003100","34017003100",0,FALSE
"40321","34","037","374300","34037374300",0,FALSE
"40322","34","013","013600","34013013600",0,FALSE
"40323","34","017","007300","34017007300",0,FALSE
"40324","34","025","812100","34025812100",0,FALSE
"40325","34","013","008100","34013008100",0,FALSE
"40326","34","001","012701","34001012701",0,FALSE
"40327","34","029","717300","34029717300",0,FALSE
"40328","34","023","008208","34023008208",0,FALSE
"40329","34","023","008900","34023008900",0,FALSE
"40330","34","019","010801","34019010801",0,FALSE
"40331","34","003","022200","34003022200",0,FALSE
"40332","34","021","003800","34021003800",0,FALSE
"40333","34","039","032901","34039032901",0,FALSE
"40334","34","007","607507","34007607507",0,FALSE
"40335","34","017","014600","34017014600",0,FALSE
"40336","34","007","601600","34007601600",0,FALSE
"40337","34","039","030900","34039030900",0,FALSE
"40338","34","039","031000","34039031000",0,FALSE
"40339","34","003","044100","34003044100",0,FALSE
"40340","34","037","371503","34037371503",0,FALSE
"40341","34","039","036000","34039036000",0,FALSE
"40342","34","039","036200","34039036200",0,FALSE
"40343","34","023","006703","34023006703",0,FALSE
"40344","34","013","020902","34013020902",0,FALSE
"40345","34","013","014500","34013014500",0,FALSE
"40346","34","031","246203","34031246203",0,FALSE
"40347","34","031","182800","34031182800",0,FALSE
"40348","34","029","735002","34029735002",0,FALSE
"40349","34","007","603400","34007603400",0,FALSE
"40350","34","007","607000","34007607000",0,FALSE
"40351","34","029","732104","34029732104",0,FALSE
"40352","34","013","021803","34013021803",0,FALSE
"40353","34","003","047500","34003047500",0,FALSE
"40354","34","011","010302","34011010302",0,FALSE
"40355","34","005","702209","34005702209",0,FALSE
"40356","34","037","372900","34037372900",0,FALSE
"40357","34","027","043302","34027043302",0,FALSE
"40358","34","033","020700","34033020700",0,FALSE
"40359","34","019","011202","34019011202",0,FALSE
"40360","34","005","701402","34005701402",0,FALSE
"40361","34","005","704011","34005704011",0,FALSE
"40362","34","023","003800","34023003800",0,FALSE
"40363","34","011","020502","34011020502",0,FALSE
"40364","34","005","700602","34005700602",0,FALSE
"40365","34","023","007500","34023007500",0,FALSE
"40366","34","025","810101","34025810101",0,FALSE
"40367","34","015","500500","34015500500",0,FALSE
"40368","34","029","722300","34029722300",0,FALSE
"40369","34","029","722600","34029722600",0,FALSE
"40370","34","031","180100","34031180100",0,FALSE
"40371","34","039","033500","34039033500",0,FALSE
"40372","34","019","010100","34019010100",0,FALSE
"40373","34","019","010701","34019010701",0,FALSE
"40374","34","005","702500","34005702500",0,FALSE
"40375","34","023","001506","34023001506",0,FALSE
"40376","34","007","610300","34007610300",0,FALSE
"40377","34","023","008601","34023008601",0,FALSE
"40378","34","001","010800","34001010800",0,FALSE
"40379","34","017","020100","34017020100",0,FALSE
"40380","34","013","017600","34013017600",0,FALSE
"40381","34","013","020000","34013020000",0,FALSE
"40382","34","029","711100","34029711100",0,FALSE
"40383","34","023","004700","34023004700",0,FALSE
"40384","34","023","006104","34023006104",0,FALSE
"40385","34","005","702810","34005702810",0,FALSE
"40386","34","001","010101","34001010101",0,FALSE
"40387","34","001","010300","34001010300",0,FALSE
"40388","34","001","983400","34001983400",0,FALSE
"40389","34","029","723500","34029723500",0,FALSE
"40390","34","029","723600","34029723600",0,FALSE
"40391","34","029","724000","34029724000",0,FALSE
"40392","34","011","040400","34011040400",0,FALSE
"40393","34","015","501212","34015501212",0,FALSE
"40394","34","031","124402","34031124402",0,FALSE
"40395","34","033","021202","34033021202",0,FALSE
"40396","34","003","002100","34003002100",0,FALSE
"40397","34","033","021600","34033021600",0,FALSE
"40398","34","005","702806","34005702806",0,FALSE
"40399","34","033","020600","34033020600",0,FALSE
"40400","34","009","020400","34009020400",0,FALSE
"40401","34","041","031102","34041031102",0,FALSE
"40402","34","039","039000","34039039000",0,FALSE
"40403","34","005","704006","34005704006",0,FALSE
"40404","34","005","703102","34005703102",0,FALSE
"40405","34","037","373400","34037373400",0,FALSE
"40406","34","037","371800","34037371800",0,FALSE
"40407","34","031","124800","34031124800",0,FALSE
"40408","34","007","608402","34007608402",0,FALSE
"40409","34","007","608600","34007608600",0,FALSE
"40410","34","025","800702","34025800702",0,FALSE
"40411","34","031","163500","34031163500",0,FALSE
"40412","34","007","607402","34007607402",0,FALSE
"40413","34","033","020300","34033020300",0,FALSE
"40414","34","033","021500","34033021500",0,FALSE
"40415","34","041","030900","34041030900",0,FALSE
"40416","34","007","607502","34007607502",0,FALSE
"40417","34","035","052001","34035052001",0,FALSE
"40418","34","027","046300","34027046300",0,FALSE
"40419","34","041","031800","34041031800",0,FALSE
"40420","34","025","808600","34025808600",0,FALSE
"40421","34","003","060000","34003060000",0,FALSE
"40422","34","025","800100","34025800100",0,FALSE
"40423","34","011","030400","34011030400",0,FALSE
"40424","34","011","041000","34011041000",0,FALSE
"40425","34","007","604200","34007604200",0,FALSE
"40426","34","003","055200","34003055200",0,FALSE
"40427","34","003","056100","34003056100",0,FALSE
"40428","34","025","810002","34025810002",0,FALSE
"40429","34","003","021100","34003021100",0,FALSE
"40430","34","003","021200","34003021200",0,FALSE
"40431","34","035","051600","34035051600",0,FALSE
"40432","34","017","017900","34017017900",0,FALSE
"40433","34","031","264102","34031264102",0,FALSE
"40434","34","007","603100","34007603100",0,FALSE
"40435","34","039","036800","34039036800",0,FALSE
"40436","34","039","031904","34039031904",0,FALSE
"40437","34","017","002300","34017002300",0,FALSE
"40438","34","003","058100","34003058100",0,FALSE
"40439","34","013","019200","34013019200",0,FALSE
"40440","34","013","021100","34013021100",0,FALSE
"40441","34","003","032202","34003032202",0,FALSE
"40442","34","023","007905","34023007905",0,FALSE
"40443","34","003","003100","34003003100",0,FALSE
"40444","34","021","003301","34021003301",0,FALSE
"40445","34","021","003302","34021003302",0,FALSE
"40446","34","021","003500","34021003500",0,FALSE
"40447","34","003","021400","34003021400",0,FALSE
"40448","34","003","021500","34003021500",0,FALSE
"40449","34","025","810600","34025810600",0,FALSE
"40450","34","013","003900","34013003900",0,FALSE
"40451","34","017","006300","34017006300",0,FALSE
"40452","34","017","002700","34017002700",0,FALSE
"40453","34","017","005200","34017005200",0,FALSE
"40454","34","017","004102","34017004102",0,FALSE
"40455","34","017","000600","34017000600",0,FALSE
"40456","34","029","734002","34029734002",0,FALSE
"40457","34","025","810501","34025810501",0,FALSE
"40458","34","025","810502","34025810502",0,FALSE
"40459","34","003","048200","34003048200",0,FALSE
"40460","34","007","604400","34007604400",0,FALSE
"40461","34","029","713401","34029713401",0,FALSE
"40462","34","013","015000","34013015000",0,FALSE
"40463","34","013","015100","34013015100",0,FALSE
"40464","34","013","014100","34013014100",0,FALSE
"40465","34","021","000900","34021000900",0,FALSE
"40466","34","029","713300","34029713300",0,FALSE
"40467","34","021","003202","34021003202",0,FALSE
"40468","34","025","811502","34025811502",0,FALSE
"40469","34","025","801300","34025801300",0,FALSE
"40470","34","001","010105","34001010105",0,FALSE
"40471","34","003","008000","34003008000",0,FALSE
"40472","34","039","038601","34039038601",0,FALSE
"40473","34","001","013500","34001013500",0,FALSE
"40474","34","003","009200","34003009200",0,FALSE
"40475","34","013","015200","34013015200",0,FALSE
"40476","34","013","015400","34013015400",0,FALSE
"40477","34","013","013900","34013013900",0,FALSE
"40478","34","009","020902","34009020902",0,FALSE
"40479","34","025","811304","34025811304",0,FALSE
"40480","34","029","713202","34029713202",0,FALSE
"40481","34","021","002200","34021002200",0,FALSE
"40482","34","025","801500","34025801500",0,FALSE
"40483","34","013","017500","34013017500",0,FALSE
"40484","34","013","018200","34013018200",0,FALSE
"40485","34","025","804500","34025804500",0,FALSE
"40486","34","025","805001","34025805001",0,FALSE
"40487","34","015","500203","34015500203",0,FALSE
"40488","34","013","017700","34013017700",0,FALSE
"40489","34","015","501701","34015501701",0,FALSE
"40490","34","027","045501","34027045501",0,FALSE
"40491","34","025","804800","34025804800",0,FALSE
"40492","34","035","052601","34035052601",0,FALSE
"40493","34","027","041802","34027041802",0,FALSE
